Age,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,Attrition
45,Travel_Rarely,Research & Development,25,Life Sciences,2,Female,Manufacturing Director,4,Married,5906,0,No,3,10,2,2,8,No
36,Travel_Frequently,Human Resources,2,Human Resources,2,Male,Human Resources,4,Single,3886,1,No,4,10,2,2,1,No
40,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,Manager,1,Divorced,16823,2,No,3,22,3,3,7,No
26,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,Research Scientist,3,Married,2933,1,Yes,3,1,3,2,0,No
27,Travel_Rarely,Sales,2,Medical,1,Female,Sales Executive,3,Single,6500,0,No,3,9,5,2,7,No
48,Travel_Frequently,Research & Development,22,Medical,4,Female,Manager,4,Divorced,17174,3,No,3,24,3,3,17,No
44,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,Healthcare Representative,1,Married,5033,2,No,3,10,5,3,0,No
34,Non-Travel,Research & Development,16,Technical Degree,4,Male,Research Scientist,1,Married,2307,1,Yes,4,5,2,3,2,Yes
56,Travel_Rarely,Research & Development,24,Life Sciences,1,Male,Laboratory Technician,4,Single,2587,1,No,3,5,3,3,2,Yes
36,Travel_Rarely,Sales,17,Marketing,3,Male,Sales Executive,2,Married,5507,2,No,3,12,1,1,2,No
41,Travel_Rarely,Sales,8,Marketing,3,Female,Sales Executive,2,Married,4393,5,No,4,14,3,3,4,No
42,Travel_Rarely,Research & Development,6,Medical,3,Male,Research Director,1,Married,13348,9,No,3,18,3,4,7,No
31,Travel_Rarely,Sales,10,Medical,3,Female,Sales Executive,4,Divorced,6583,2,Yes,3,8,2,3,2,No
34,Travel_Rarely,Sales,3,Medical,4,Female,Sales Executive,4,Married,8103,3,Yes,3,9,3,2,2,No
31,Travel_Rarely,Research & Development,4,Medical,1,Female,Laboratory Technician,3,Divorced,3978,8,No,3,4,0,2,2,No
26,Travel_Frequently,Research & Development,6,Other,3,Male,Laboratory Technician,4,Married,2544,0,No,3,8,3,3,7,No
45,Travel_Frequently,Research & Development,1,Medical,2,Male,Healthcare Representative,3,Single,5399,4,No,3,12,3,3,2,No
33,Travel_Rarely,Sales,10,Marketing,2,Male,Sales Executive,3,Single,5487,1,No,3,10,2,2,4,No
28,Travel_Frequently,Sales,1,Life Sciences,3,Male,Sales Executive,4,Married,6834,1,Yes,3,7,2,3,7,No
29,Travel_Frequently,Sales,24,Technical Degree,3,Male,Sales Representative,1,Single,1091,1,No,3,1,3,3,0,Yes
39,Non-Travel,Sales,21,Life Sciences,1,Female,Sales Executive,3,Married,5736,6,No,3,10,1,3,2,No
27,Travel_Rarely,Research & Development,2,Technical Degree,2,Male,Research Scientist,2,Married,2226,1,No,3,6,3,2,3,No
34,Travel_Frequently,Research & Development,22,Other,3,Male,Research Scientist,4,Married,5747,1,Yes,3,16,3,3,10,No
28,Travel_Rarely,Sales,13,Marketing,4,Female,Sales Executive,3,Single,9854,3,Yes,3,6,0,3,0,Yes
47,Non-Travel,Research & Development,14,Technical Degree,3,Male,Research Scientist,2,Married,5467,8,No,3,16,4,4,7,No
56,Travel_Rarely,Sales,11,Marketing,4,Female,Sales Executive,1,Married,5380,4,No,3,6,3,3,0,No
39,Travel_Rarely,Research & Development,9,Medical,1,Male,Manufacturing Director,1,Married,5151,1,No,4,10,3,3,0,No
38,Travel_Frequently,Research & Development,8,Medical,4,Female,Research Scientist,2,Divorced,2133,1,Yes,3,20,3,3,11,No
58,Travel_Rarely,Sales,21,Life Sciences,4,Female,Manager,4,Married,17875,4,Yes,3,29,2,2,0,No
32,Travel_Frequently,Research & Development,5,Life Sciences,1,Female,Research Scientist,3,Single,2432,3,Yes,3,8,2,3,1,Yes
38,Travel_Rarely,Research & Development,9,Life Sciences,2,Male,Research Scientist,4,Divorced,4771,2,No,3,10,0,4,2,No
49,Travel_Frequently,Research & Development,2,Life Sciences,2,Male,Research Director,4,Married,19161,3,No,3,28,3,3,4,No
42,Travel_Rarely,Sales,12,Marketing,2,Male,Sales Executive,4,Divorced,5087,3,Yes,3,14,4,3,0,No
27,Travel_Frequently,Human Resources,22,Human Resources,1,Female,Human Resources,2,Married,2863,1,No,3,1,2,3,0,Yes
35,Travel_Rarely,Sales,18,Medical,2,Male,Sales Executive,1,Married,5561,0,No,3,6,2,1,3,No
28,Non-Travel,Research & Development,16,Medical,3,Male,Research Scientist,3,Single,2144,1,No,3,5,3,2,3,No
31,Non-Travel,Research & Development,3,Medical,3,Male,Research Scientist,1,Divorced,3065,1,Yes,3,4,3,4,2,No
36,Non-Travel,Research & Development,9,Life Sciences,1,Male,Laboratory Technician,2,Married,2810,1,No,4,5,3,3,4,No
34,Travel_Rarely,Sales,1,Marketing,1,Male,Sales Executive,4,Single,9888,1,No,4,14,3,2,8,No
34,Travel_Rarely,Sales,13,Medical,4,Male,Sales Executive,3,Divorced,8628,1,No,3,9,2,2,7,No
26,Travel_Rarely,Research & Development,1,Medical,3,Male,Laboratory Technician,1,Single,2867,0,No,3,8,6,2,7,No
29,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,Healthcare Representative,1,Married,5373,0,No,3,6,5,2,3,No
32,Non-Travel,Research & Development,15,Medical,3,Female,Healthcare Representative,4,Divorced,6667,5,No,3,9,6,3,1,No
31,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,Research Scientist,1,Married,5003,1,No,4,10,6,3,8,No
28,Travel_Rarely,Research & Development,17,Technical Degree,3,Male,Laboratory Technician,4,Divorced,2367,5,No,3,6,2,2,1,Yes
38,Travel_Rarely,Sales,1,Life Sciences,1,Male,Sales Representative,1,Single,2858,4,No,3,20,3,2,0,No
35,Travel_Rarely,Sales,7,Life Sciences,3,Female,Sales Executive,4,Married,5204,1,Yes,3,10,2,3,8,No
27,Travel_Rarely,Sales,9,Marketing,4,Male,Sales Executive,4,Single,4105,1,No,3,7,5,3,7,No
32,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,Manufacturing Director,4,Single,9679,8,No,4,8,1,3,0,No
31,Travel_Frequently,Sales,26,Marketing,1,Male,Sales Executive,4,Married,5617,1,Yes,3,10,4,3,7,Yes
53,Travel_Rarely,Sales,24,Life Sciences,1,Male,Sales Executive,1,Single,10448,6,Yes,3,15,2,2,2,Yes
54,Travel_Rarely,Research & Development,9,Life Sciences,1,Female,Research Scientist,3,Married,2897,3,No,3,9,6,2,3,No
33,Travel_Frequently,Research & Development,7,Life Sciences,4,Male,Healthcare Representative,3,Divorced,5968,1,No,4,9,2,3,7,No
43,Travel_Rarely,Research & Development,11,Life Sciences,1,Male,Healthcare Representative,3,Married,7510,1,No,3,10,1,3,9,No
38,Travel_Frequently,Human Resources,1,Other,4,Male,Human Resources,2,Married,2991,0,Yes,3,7,2,3,2,No
55,Travel_Rarely,Human Resources,26,Human Resources,3,Male,Manager,2,Married,19636,4,Yes,3,35,0,3,9,No
31,Travel_Rarely,Research & Development,2,Medical,4,Female,Laboratory Technician,4,Divorced,1129,1,Yes,3,1,4,3,0,No
39,Travel_Rarely,Sales,15,Marketing,2,Male,Sales Executive,1,Single,13341,0,No,3,21,3,3,8,No
42,Non-Travel,Research & Development,23,Life Sciences,4,Male,Research Scientist,3,Single,4332,1,No,3,20,2,3,9,No
31,Non-Travel,Research & Development,10,Medical,3,Female,Research Director,3,Married,11031,4,No,4,13,2,4,7,No
54,Travel_Rarely,Research & Development,10,Medical,3,Female,Manufacturing Director,1,Single,4440,6,Yes,3,9,3,3,2,No
24,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,Healthcare Representative,3,Single,4617,1,No,3,4,2,2,3,No
23,Travel_Rarely,Research & Development,12,Other,4,Male,Laboratory Technician,4,Single,2647,1,No,3,5,6,4,2,No
40,Travel_Frequently,Research & Development,11,Technical Degree,4,Female,Laboratory Technician,3,Married,6323,1,No,3,10,2,4,9,No
40,Travel_Rarely,Sales,2,Marketing,2,Female,Sales Executive,2,Married,5677,3,No,3,15,4,3,8,No
25,Travel_Rarely,Human Resources,2,Human Resources,3,Female,Human Resources,2,Married,2187,4,No,3,6,3,3,0,No
30,Travel_Rarely,Research & Development,1,Medical,4,Male,Laboratory Technician,2,Married,3748,1,No,3,12,6,2,8,No
25,Travel_Rarely,Research & Development,2,Other,4,Male,Laboratory Technician,3,Divorced,3977,6,Yes,3,7,2,2,2,No
47,Travel_Rarely,Research & Development,25,Medical,1,Male,Healthcare Representative,3,Single,8633,2,No,4,25,3,3,14,No
33,Non-Travel,Research & Development,1,Medical,2,Male,Laboratory Technician,3,Divorced,2008,1,No,3,1,2,2,1,No
38,Travel_Rarely,Sales,1,Life Sciences,4,Male,Sales Executive,2,Married,4440,0,No,3,16,3,3,13,No
31,Travel_Rarely,Sales,2,Life Sciences,1,Male,Sales Representative,3,Married,3067,0,No,3,3,1,3,2,No
38,Travel_Frequently,Research & Development,6,Life Sciences,1,Male,Manufacturing Director,3,Married,5321,2,No,3,10,1,3,3,No
42,Travel_Rarely,Research & Development,18,Life Sciences,4,Male,Research Scientist,1,Divorced,5410,6,Yes,3,9,3,2,3,No
41,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Research Scientist,4,Married,2782,3,No,4,12,3,3,3,No
47,Non-Travel,Research & Development,1,Medical,3,Female,Research Director,2,Married,11957,0,No,3,14,3,1,8,No
35,Travel_Rarely,Research & Development,11,Medical,4,Male,Laboratory Technician,3,Married,2660,7,Yes,3,5,3,3,2,No
22,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Research Scientist,3,Single,3375,0,No,3,4,2,4,2,No
35,Travel_Rarely,Research & Development,9,Medical,2,Male,Research Scientist,3,Single,5098,1,No,3,10,5,3,7,No
33,Travel_Rarely,Research & Development,15,Medical,2,Female,Healthcare Representative,4,Married,4878,0,Yes,3,10,6,3,7,No
32,Travel_Rarely,Research & Development,29,Life Sciences,3,Female,Laboratory Technician,2,Single,2837,1,No,3,6,3,3,2,No
40,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,Laboratory Technician,4,Married,2406,8,No,3,8,3,2,0,No
32,Travel_Rarely,Sales,1,Medical,2,Male,Sales Representative,2,Married,2269,0,No,3,3,2,3,2,No
39,Travel_Rarely,Research & Development,24,Life Sciences,1,Male,Research Scientist,4,Single,4108,7,No,3,18,2,3,7,No
38,Travel_Rarely,Research & Development,10,Medical,2,Female,Research Director,3,Married,13206,3,No,3,20,3,3,16,No
32,Travel_Rarely,Sales,1,Marketing,3,Female,Sales Executive,4,Married,10422,1,No,3,14,3,3,10,No
37,Travel_Rarely,Research & Development,10,Life Sciences,3,Female,Research Director,4,Married,13744,1,Yes,4,16,2,3,11,No
25,Travel_Rarely,Sales,8,Other,1,Female,Sales Executive,3,Divorced,4907,0,Yes,4,6,3,2,3,No
52,Non-Travel,Sales,29,Life Sciences,1,Male,Sales Representative,4,Divorced,3482,2,No,3,16,3,2,8,No
44,Travel_Rarely,Research & Development,1,Medical,2,Male,Research Scientist,4,Single,2436,6,Yes,3,6,2,3,3,No
21,Travel_Rarely,Sales,5,Medical,3,Male,Sales Representative,1,Single,2380,1,Yes,3,2,6,3,2,No
39,Non-Travel,Research & Development,9,Life Sciences,4,Male,Manager,4,Single,19431,2,No,3,21,3,2,0,No
23,Travel_Frequently,Sales,9,Marketing,4,Male,Sales Representative,1,Married,1790,1,No,3,1,3,2,0,Yes
36,Travel_Rarely,Sales,3,Medical,1,Female,Sales Executive,4,Married,7644,0,No,3,10,2,3,7,No
36,Travel_Frequently,Research & Development,4,Life Sciences,4,Female,Manufacturing Director,2,Divorced,5131,7,No,3,18,3,3,2,No
56,Non-Travel,Research & Development,1,Life Sciences,3,Male,Healthcare Representative,3,Divorced,6306,1,No,4,13,2,2,12,No
29,Travel_Rarely,Research & Development,1,Medical,1,Male,Research Scientist,4,Married,4787,9,Yes,3,4,3,4,2,Yes
42,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,Manager,3,Married,18880,5,No,3,24,2,2,6,No
56,Travel_Rarely,Research & Development,7,Technical Degree,4,Male,Laboratory Technician,3,Married,2339,8,No,3,14,4,1,9,Yes
41,Travel_Rarely,Research & Development,28,Life Sciences,1,Female,Manufacturing Director,2,Married,13570,0,No,4,21,3,3,7,No
34,Travel_Rarely,Sales,28,Marketing,4,Female,Sales Executive,3,Married,6712,1,No,4,8,2,3,7,No
36,Non-Travel,Sales,15,Marketing,4,Male,Sales Executive,4,Divorced,5406,1,No,4,15,4,2,12,No
41,Travel_Rarely,Sales,3,Life Sciences,3,Male,Sales Executive,2,Divorced,8938,2,No,3,14,5,3,4,No
32,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,Research Scientist,1,Single,2439,1,No,3,4,4,3,2,No
35,Travel_Rarely,Human Resources,26,Life Sciences,3,Female,Human Resources,4,Single,8837,1,Yes,3,9,2,3,0,No
38,Travel_Rarely,Sales,10,Life Sciences,1,Female,Sales Executive,4,Married,5343,1,No,3,10,1,3,7,No
50,Travel_Frequently,Sales,1,Life Sciences,2,Male,Sales Executive,3,Divorced,6728,7,No,3,12,3,3,3,Yes
36,Travel_Rarely,Sales,11,Marketing,2,Female,Sales Executive,4,Married,6652,4,No,3,8,2,2,3,No
45,Travel_Rarely,Sales,20,Life Sciences,4,Female,Sales Executive,3,Single,4850,8,No,3,8,3,3,3,No
40,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,Research Scientist,3,Single,2809,2,No,3,8,2,3,2,No
35,Travel_Frequently,Research & Development,18,Life Sciences,3,Male,Healthcare Representative,3,Married,5689,1,Yes,3,10,2,4,2,No
40,Travel_Rarely,Research & Development,2,Medical,3,Female,Research Scientist,3,Married,2001,2,No,3,20,2,3,3,No
35,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,Research Scientist,4,Married,2977,1,No,3,4,5,3,3,No
29,Travel_Rarely,Research & Development,13,Other,4,Male,Laboratory Technician,2,Married,4025,4,Yes,3,10,2,3,3,No
29,Travel_Rarely,Research & Development,28,Medical,4,Female,Research Scientist,1,Single,3785,1,No,3,5,3,1,4,No
50,Travel_Rarely,Sales,28,Marketing,4,Male,Sales Executive,1,Divorced,10854,4,Yes,3,20,3,3,2,Yes
39,Travel_Rarely,Sales,24,Marketing,2,Female,Sales Executive,4,Married,12031,0,No,3,21,2,2,9,No
31,Non-Travel,Research & Development,5,Medical,2,Male,Manufacturing Director,1,Single,9936,0,No,3,10,2,3,4,No
26,Travel_Rarely,Sales,5,Other,4,Female,Sales Representative,3,Single,2966,0,No,3,5,2,3,2,No
36,Travel_Frequently,Research & Development,23,Medical,3,Male,Laboratory Technician,4,Married,2571,4,No,3,17,3,3,2,No
39,Travel_Rarely,Research & Development,6,Medical,4,Male,Healthcare Representative,1,Married,9991,4,No,3,9,5,3,7,No
27,Travel_Rarely,Research & Development,4,Life Sciences,2,Male,Manufacturing Director,2,Married,6142,1,Yes,4,6,0,3,2,No
49,Travel_Frequently,Sales,2,Medical,4,Male,Sales Executive,2,Married,5390,2,No,3,17,3,2,6,No
34,Travel_Rarely,Research & Development,8,Medical,2,Male,Laboratory Technician,3,Married,4404,2,No,3,6,3,4,3,No
